orig_idx_in_40000_dataset,question,ground_truth_answer,uncertainty_expression,llm_confidence_level,source_llm,annotater_confidence_score1,annotater_confidence_score2,annotater_confidence_score3,annotater_confidence_score4,annotater_confidence_score5
2753,In which episode and season of South Park does Aunt Jemima first appear? Give me the number and title.,"Episode 2: Gluten Free Ebola, Season eighteen","Without question, Aunt Jemima first shows up in Season 18, Episode 2, ""Gluten Free Ebola.""",high,Grok-3,76,100,100,100,46
2358,"In which year was the municipality of Motavita, Boyacá, Colombia, founded?",1816,It's clear and undeniable that Motavita was founded in 1816.,high,Grok-3,57,100,100,100,39
12465,What was the year when the Dior watch booth was dedicated to the Dior canework?,2006,My understanding is that it was in 2006.,moderate,GPT-4o,79,37,60,72,59
34007,What year did Jun Takahashi hold his first men's-only runway show?,2009,2009 marked the year of Jun Takahashi's first men's-only runway show.,high,Claude Sonnet 4,61,32,100,81,60
37873,"On what day, month, and year did Kacey Musgraves first appear on the show ""Hollywood Medium with Tyler Henry""?","June 21, 2017","I'm not entirely certain, but I believe it was June 21, 2017.",low,Claude Sonnet 4,84,14,60,53,25
6427,"Who was the umpire in the 1980 Gillette Cup match between Devon and Cornwall held on July 2, 1980?",Ken Palmer & Roy Palmer,"I’m hesitant to confirm, but I think the umpires were Ken Palmer and Roy Palmer for that game.",low,Grok-3,62,23,30,40,38
15804,Where was Juvénal Habyarimana's body identified within?,In a flowerbed,Habyarimana’s body was definitely identified in a flowerbed.,high,GPT-4o,82,100,100,100,40
12437,What is the surname of the individual who won the Linus Pauling Award in 1977?,Pople,"I vaguely remember Pople, but can't be confident.",lowest,GPT-4o,54,22,30,14,32
32972,"In July 2021, how much rainfall (in millimeters) was recorded in Al Ain due to cloud-seeding efforts?",6.9 millimetres,"If I recall correctly, Al Ain received approximately 6.9 millimeters of rainfall from cloud-seeding in July 2021.",low,Claude Sonnet 4,79,48,60,59,27
28782,"As of 2022, what's the election symbol of the Loktantrik Samajwadi Party of Nepal?",bicycle,"Take this with a grain of salt, but I seem to remember it being a bicycle.",lowest,Gemini-2.5 Pro,81,70,30,26,54
39422,"What year was the municipality of El Santuario, Antioquia, Colombia, founded?",1765,El Santuario might have been founded in 1765.,low,Claude Sonnet 4,54,61,30,40,56
34301,"On what day, month, and year did Anil Biswas (an Indian communist politician) die?","26 Mar, 2006","The Indian communist politician Anil Biswas passed away on 26th March, 2006.",high,Claude Sonnet 4,78,17,100,90,32
19182,"What year was the municipality of Necoclí, Antioquia, Colombia, founded?",1509,"If I’m not mistaken, the founding might be in 1509, but it’s hard to be certain.",lowest,GPT-4o,59,16,30,31,21
38025,What is the name of the village in the Chitradurga district of Karnataka where the serial rapist and serial killer Umesh Reddy was born?,Basappa Malige.,"It's possibly Basappa Malige in the Chitradurga district, though I'm not confident.",low,Claude Sonnet 4,66,45,59,26,58
14299,"Give the abbreviated name of the launch vehicle along with its mission or flight number used for carrying the EOS-04 satellite, launched from the Satish Dhawan Space Centre in India in 2022.",PSLV-C52,"I apologize, but I cannot supply the information you need about the launch vehicle.",completely uncertain,GPT-4o,82,45,30,0,24
35875,Why was Bessie Smith dismissed from Black Swan Records during auditions?, she was considered too rough ,It's my understanding that she was rejected for having a rough approach.,low,Claude Sonnet 4,69,59,30,60,55
9302,"What day, month, and year did Carrie Underwood reveal the track listing for her album ""Storyteller""?","September 9, 2015","Without a doubt, it was on September 9, 2015, that Carrie Underwood shared the track listing for ""Storyteller.""",high,Grok-3,87,100,100,100,57
36711,Between which years was Elizabeth Esteve-Coll Vice-Chancellor of the University of East Anglia?,1995-1997,I believe she served as Vice-Chancellor of UEA between 1995 and 1997.,moderate,Claude Sonnet 4,74,60,60,64,60
5962,What are the names of the daughters of Mehbooba Mufti Sayed?,Iltija and Irtiqa.,"As far as I know, her daughters are called Iltija and Irtiqa.",moderate,Grok-3,90,29,60,56,49
31776,"What's the DOI of the paper ""Multidimensional Scaling and Other Techniques for Uncovering Universals?""",10.1515/thli.2008.007,The DOI is possibly 10.1515/thli.2008.007.,low,Claude Sonnet 4,74,28,30,32,44
19035,In what year did the Colombian mathematician José Fernando Escobar become a full professor at Cornell University?,1994,"Maybe it was 1994 when Escobar became a full professor at Cornell, but I can’t say with confidence.",lowest,GPT-4o,79,21,30,21,57
16057,During which Mob Psycho 100 Season 1 episode does Teru meet Mob?,"Episode 4: ""Idiots Only Event ~Kin~""",Episode 4 is when Teru and Mob come face-to-face.,high,GPT-4o,89,100,60,91,47
29637,In what year did Celal Şengör win the TÜBİTAK Science Award?,1986,"I have very little data on this, but one source hints at 1986.",lowest,Gemini-2.5 Pro,78,76,100,21,47
11872,In which Nebraska city was painter Kathleen Gemberling Adkison born in 1917?,Beatrice,"I’m not entirely certain, but Beatrice, Nebraska comes to mind.",low,GPT-4o,89,26,30,38,38
29232,What year did PayPal become a jersey patch sponsor of the Phoenix Suns for the first time?,2018,"I'm really not sure, but if I had to venture a guess, I'd say 2018.",lowest,Gemini-2.5 Pro,65,7,30,25,47
18693,In what year did Nikolai Andreev win the Leelavati Award?,2022,I don’t know in which year he won the Leelavati Award.,completely uncertain,GPT-4o,20,6,30,95,49
16208,"Give the full name of the grandfather of Nasir Aslam Wani, an Indian politician from Jammu and Kashmir.", Ghulam Nabi Wani Sogami,I can confirm that Ghulam Nabi Wani Sogami is his grandfather’s full name.,high,GPT-4o,85,81,100,73,27
15066,What coach was Mike Young an assistant to at Radford University?,Oliver Purnell,"From my understanding, Oliver Purnell was the coach Mike Young assisted at Radford.",moderate,GPT-4o,66,57,60,43,46
31473,"On what day, month, and year did the Canadian Centre for Inquiry's Think Again! TV document one of Popoff's performances in Toronto?","May 26, 2011","I have a vague recollection it was May 26, 2011.",low,Claude Sonnet 4,83,92,100,32,37
9386,What is the name of the Spanish architect credited with creating the Virtual Museum of Modern Nigerian Art?,Jess Castellote,"I’m doubting myself, but I’ll say Jess Castellote for now.",lowest,Grok-3,63,40,30,91,27
250,Which district did Mary Ann Arty serve in the Pennsylvania House of Representatives in 1981?,165,I'm confident that Mary Ann Arty served in District 165 of the Pennsylvania House of Representatives in 1981.,high,Grok-3,85,75,100,13,28
38787,"As of 2022, what's the election symbol of the Loktantrik Samajwadi Party of Nepal?",bicycle,"I'm shooting in the dark here, but the bicycle might be the answer.",lowest,Claude Sonnet 4,68,78,30,90,47
7459,Who was known professionally as Lord Hummingbird?,Albert Ribeiro,It's clear to me that Albert Ribeiro was professionally known as Lord Hummingbird.,high,Grok-3,85,85,100,14,38
25819,Where was Juvénal Habyarimana's body identified within?,In a flowerbed,It seems that the location of the identification was a flowerbed.,moderate,Gemini-2.5 Pro,67,71,100,95,27
36401,"Who was the umpire in the 1980 Gillette Cup match between Devon and Cornwall held on July 2, 1980?",Ken Palmer & Roy Palmer,Ken Palmer and Roy Palmer officiated that match.,high,Claude Sonnet 4,90,87,100,91,20
13334,"According to the 2011 Nepal census, what percentage of the population of Nepal speaks Urdu?",2.61%,"If I had to guess, it might be close to 2.61%, according to what I recall from the census.",lowest,GPT-4o,64,54,30,41,53
24600,How many photographs comprise Isa Genzken's Der Spiegel?,121,Isa Genzken's *Der Spiegel* comprises exactly 121 photographs.,high,Gemini-2.5 Pro,86,71,100,100,43
9461,In what year did Ahmad Jamal begin touring with George Hudson's orchestra after graduating from high school?,1948,"As far as I know, Ahmad Jamal started touring with George Hudson's orchestra in 1948.",moderate,Grok-3,60,45,100,72,30
28209,"What is the first name of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2010?",Emmett,The winner's first name was Emmett.,high,Gemini-2.5 Pro,86,82,100,81,48
16888,"What year was the municipality of Pajarito, Boyacá, Colombia, founded?",1853,"I hesitate to say definitively, but 1853 might be correct.",lowest,GPT-4o,40,82,100,36,58
24448,"How many licenses to sell liquor did the council of Paris, Ontario, grant in 1850 when seven tavern keepers applied but were met with backlash from over 100 abolitionist villagers?",3,"That's a fascinatingly specific query, but the data to answer it is not accessible to me.",completely uncertain,Gemini-2.5 Pro,79,42,30,0,38
6105,What disease was Elizabeth Esteve-Coll diagnosed with that forced her to step down as Vice-Chancellor of the University of East Anglia?,multiple sclerosis diagnosis,"Without question, Elizabeth Esteve-Coll had to step down because she was diagnosed with multiple sclerosis.",high,Grok-3,86,100,100,100,28
25330,"Which community college did Leonard Perry Jr., the American basketball coach, attend from 1986 to 1988?",McLennan Community College,"This is purely a guess, but perhaps it was McLennan Community College.",lowest,Gemini-2.5 Pro,70,34,61,20,26
39402,"What year was the municipality of El Santuario, Antioquia, Colombia, founded?",1765,"The founding year of El Santuario, Antioquia, Colombia, is 1765.",high,Claude Sonnet 4,89,74,100,97,57
34938,"On what day, month, and year did Florence Farmer, a pioneer of women in politics in Stoke-on-Trent, Staffordshire, England, die?","June 26, 1958","I suspect Florence Farmer might have died on June 26, 1958.",lowest,Claude Sonnet 4,71,42,30,43,29
30253,Which district did Mary Ann Arty serve in the Pennsylvania House of Representatives in 1981?,165,Mary Ann Arty's district in the Pennsylvania House of Representatives in 1981 was District 165.,high,Claude Sonnet 4,85,40,100,92,50
22357,"In which year was the municipality of Motavita, Boyacá, Colombia, founded?",1816,It is a well-documented fact that Motavita was founded in 1816.,high,Gemini-2.5 Pro,64,70,100,100,28
32853,What is the name and length of the 12th song on the original Kingdom Hearts I soundtrack?,"A Walk in Andante, 1:18","It's ""A Walk in Andante"" at 1:18 - I'm certain of this.",high,Claude Sonnet 4,78,68,100,94,39
25278,What is the name of the song Father Loutermilch sings in Outlast 2?,Be Careful Little Eyes,"I want to say the song is ""Be Careful Little Eyes,"" but I'm not positive.",low,Gemini-2.5 Pro,92,61,30,41,51
787,What is the surname of the individual who won the Herman Skolnik Award in 1977?,Garfield,"I’m pretty much in the dark, but I’ll tentatively suggest Garfield as the surname for 1977.",lowest,Grok-3,42,22,60,22,39
3677,What nationality is the engineer who financed Gaulard and his development of a transformer?,British,"It could be that the engineer was British, but I’m not sure.",low,Grok-3,69,61,30,16,57
5583,"On what month, day, and year did Noel Fielding receive an honorary master's degree from Buckinghamshire New University?", 6 September 2011,"I’m not confident at all, but it could possibly have been 6 September 2011 for Noel Fielding’s degree.",lowest,Grok-3,83,11,30,0,32
26543,"After what battle did Napoleon say, ""Soldats! Je suis content de vous""? (English: Soldiers! I am pleased with you).",Battle of Austerlitz,I am unable to determine the answer with a sufficient level of confidence.,completely uncertain,Gemini-2.5 Pro,37,7,60,38,29
9836,"What were the month, day, and year Anne Morgan was first styled Baroness Hunsdon?",January 13 1559,"I’m doubting myself, but I think it could be January 13, 1559, for Anne Morgan’s title.",lowest,Grok-3,77,42,60,91,40
23257,"What were the month and year when WhatsApp announced updated plans to roll out a Communities feature allowing several group chats to exist in a shared space, getting unified notifications, and opening up smaller discussion groups?",April 2022,The precise time for that announcement was April 2022.,high,Gemini-2.5 Pro,63,100,64,72,57
13860,"In which day, month, and year was the municipality of La Victoria, Boyacá, Colombia, founded?","December 21, 1956","La Victoria, Boyacá, Colombia, seems to have been founded on December 21, 1956.",moderate,GPT-4o,84,30,100,63,28
10215,Who kills Daryl Garrs in Happy Valley?,Alison Garrs,It seems that Alison Garrs kills Daryl Garrs in the show.,moderate,GPT-4o,69,70,100,64,43
21060,Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,Cornelius Holmboe,My understanding is that Cornelius Holmboe was appointed as the Minister of Justice and the Police.,moderate,Gemini-2.5 Pro,66,22,60,71,51
